Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Multiple headcount**Manual QA Tester (Junior candidate is welcome),TEKsystems,1,False,Others,Information & Communication Technology,"$18,000 - $25,000 per month",2024-06-29 06:00:00,76912918,https://hk.jobsdb.com/job/76912918
UAT Testing - Banking Institution [Full Benefit | Inhouse],Recruit Express (Hong Kong) Limited,,True,Kwun Tong District,Information & Communication Technology,"$19,500 - $25,000 per month",2024-07-06 06:00:00,77070534,https://hk.jobsdb.com/job/77070534
"Specialist/Analyst, Quality Assurance (Healthcare)",DKSH Hong Kong Limited,,False,"Tsing Yi, Kwai Tsing District","Manufacturing, Transport & Logistics",,2024-07-12 06:00:00,77219135,https://hk.jobsdb.com/job/77219135
IT Software Engineer,Handao Technology Limited,,False,"Central, Central and Western District",Information & Communication Technology,"$35,000 - $45,000 per month",2024-07-03 06:00:00,76989997,https://hk.jobsdb.com/job/76989997
Software Test Engineer (Quality Assurance UAT /Junior System Analyst) (TR026),Triangle Recruitment,1,True,Yau Tsim Mong District,Information & Communication Technology,,2024-06-26 06:00:00,76812393,https://hk.jobsdb.com/job/76812393
QA Automation Engineer (Exchange / Trading Platform),Crypto.com,,False,"Admiralty, Central and Western District",Information & Communication Technology,,2024-07-04 06:00:00,77022397,https://hk.jobsdb.com/job/77022397
Data Analyst (Oracle preferred),Jobsdb - SmartHire,3,False,"Quarry Bay, Eastern District",Information & Communication Technology,,2024-07-17 06:00:00,76859731,https://hk.jobsdb.com/job/76859731
Quality Assurance(QA) Tester,Chief Group Limited,,False,"Sheung Wan, Central and Western District",Information & Communication Technology,,2024-06-26 06:00:00,76158040,https://hk.jobsdb.com/job/76158040
Junior IT QA Tester (Web & Mobile) - Up to 23K X 13 months salary,CKC Solutions Limited,1,False,Hong Kong,Information & Communication Technology,,2024-06-25 07:00:00,76780170,https://hk.jobsdb.com/job/76780170
System Analyst (Mobile),Green Tomato Limited,6,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-10 07:00:00,77150920,https://hk.jobsdb.com/job/77150920
Senior Developer (Android),Green Tomato Limited,,False,"Kowloon Bay, Kwun Tong District",Information & Communication Technology,,2024-07-10 07:00:00,77150680,https://hk.jobsdb.com/job/77150680
Senior/ Software Analyst (Finance & HR Application),Hutchison Telecommunications (Hong Kong) Limited,,False,"Tsing Yi, Kwai Tsing District",Information & Communication Technology,,2024-07-05 07:00:00,77043006,https://hk.jobsdb.com/job/77043006
Junior Manual QA - Big Tech MNC firm,TEKsystems,1,False,"Causeway Bay, Wan Chai District",Information & Communication Technology,,2024-07-03 07:00:00,76977590,https://hk.jobsdb.com/job/76977590
QA Engineer ( Auto/Manual ),Osmium Consulting Group Limited,1,True,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-26 07:00:00,76806180,https://hk.jobsdb.com/job/76806180
Software Quality Assurance Engineer (Manual),KS Labs Hong Kong Limited,1,False,"Central, Central and Western District",Information & Communication Technology,,2024-06-25 07:00:00,76776275,https://hk.jobsdb.com/job/76776275
Senior QA Engineer / QA / UAT Tester | ( Manual / Automation ) ( 22K - 40K ),Osmium Consulting Group Limited,1,True,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-25 07:00:00,76791712,https://hk.jobsdb.com/job/76791712
ASSISTANT QA ENGINEER (TOYS/NURSERY/HARDLINES),"Vita Industrial Co., Limited",2,False,Hong Kong,"Manufacturing, Transport & Logistics",,2024-06-28 07:00:00,76871406,https://hk.jobsdb.com/job/76871406
SOFTWARE ENGINEER,Arcfl Technology Limited,2,True,"Chai Wan, Eastern District",Engineering,,2024-07-09 07:00:00,77118067,https://hk.jobsdb.com/job/77118067
Data Engineer,HG Innovation Limited,2,False,"Hung Hom, Kowloon City District",Information & Communication Technology,"$30,000 - $45,000 per month",2024-07-11 07:00:00,77168953,https://hk.jobsdb.com/job/77168953
Quality Assurance / Tester (Banking)- (18-25k),Ambition,,False,Central and Western District,Information & Communication Technology,,2024-06-28 07:00:00,76867313,https://hk.jobsdb.com/job/76867313
Software Engineering Practice,FDM Group HK Limited,,False,"Admiralty, Central and Western District",Information & Communication Technology,"$24,000 - $30,000 per month",2024-07-04 07:00:00,77001720,https://hk.jobsdb.com/job/77001720
Software Quality Assurance Analyst,JFE Consulting Limited,3,False,"Sheung Wan, Central and Western District",Information & Communication Technology,"$25,000 - $35,000 per month",2024-06-22 07:00:00,76735647,https://hk.jobsdb.com/job/76735647
Research & Development (R&D) Engineer - Algorithm Development,Solos Technology Limited,,False,Sha Tin District,Engineering,,2024-07-10 07:00:00,77158862,https://hk.jobsdb.com/job/77158862
QA / Test Engineer,Peplink International Limited,,True,"Lai Chi Kok, Sham Shui Po District",Information & Communication Technology,,2024-06-22 07:00:00,76747480,https://hk.jobsdb.com/job/76747480
Field Service Engineer (BMS/ ELV) - Graduates Welcome!,Korn Ferry RPOPS (HK) Limited,2,False,"Kowloon Bay, Kwun Tong District",Engineering,,2024-07-13 07:00:00,77248017,https://hk.jobsdb.com/job/77248017
IT Quality Assurance Engineer,JFE Consulting Limited,3,False,Hong Kong,Information & Communication Technology,,2024-06-27 07:00:00,76844874,https://hk.jobsdb.com/job/76844874
AI Research and Engineer（Intern position）,"Huawei Tech. Investment Co., Ltd",,False,"Science Park, Tai Po District",Information & Communication Technology,,2024-07-11 07:00:00,77183518,https://hk.jobsdb.com/job/77183518
Lead Software Testing Engineer,EPAM Systems (Hong Kong) Limited,8,False,Hong Kong,Information & Communication Technology,,2024-06-18 07:00:00,76641604,https://hk.jobsdb.com/job/76641604
