Title,Company,Min. Years of Exp. Required,Fresh Grad/Less Exp.,Location,Classification,Salary,Posted Date,Job ID,URL
Assistant Digital Engineer (Digital Transformation | VueJS/ Java Springboot),ADECCO Personnel Limited,,False,"Wan Chai, Wan Chai District",Information & Communication Technology,,2024-07-03 06:00:00,76987461,https://hk.jobsdb.com/job/76987461
5G/6G Protocol & Application Software Design - Lead Engineer / Engineer,Hong Kong Applied Science and Technology Research Institute Company Limited,3,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869073,https://hk.jobsdb.com/job/76869073
"Graduate Environmental Consultant, Environment",Aecom Asia Company Limited,,False,Sha Tin District,Consulting & Strategy,,2024-06-18 06:00:00,74156868,https://hk.jobsdb.com/job/74156868
Smart Mobility - Principal Engineer/Asso. Principal Engineer/Snr Lead Engineer,Hong Kong Applied Science and Technology Research Institute Company Limited,3,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869530,https://hk.jobsdb.com/job/76869530
Analyst Programmer,Chinese Estates Holdings Limited,,False,"Causeway Bay, Wan Chai District",Information & Communication Technology,"$30,000 - $40,000 per month",2024-07-04 06:00:00,77014977,https://hk.jobsdb.com/job/77014977
Associated Director (Geotechnical),Hunter Base International Company,8,False,"Kwai Fong, Kwai Tsing District",Engineering,"$80,000 - $100,000 per month",2024-07-13 06:00:00,77241621,https://hk.jobsdb.com/job/77241621
Land Surveying Graduate (Ref: 10224),Meinhardt (Hong Kong) Limited,,False,Southern District,Construction,"$20,000 - $26,000 per month",2024-06-18 06:00:00,75397387,https://hk.jobsdb.com/job/75397387
Senior Environmental Consultant,Flow State Recruitment Limited,7,False,Hong Kong,Science & Technology,,2024-06-23 06:00:00,76761442,https://hk.jobsdb.com/job/76761442
Assistant Supervisor-Infrastructure Maintenance Team (Railway Protection) (Ref:,MTR Corporation Limited,5,False,"Fo Tan, Sha Tin District",Construction,,2024-06-29 06:00:00,76907420,https://hk.jobsdb.com/job/76907420
Environmental Officer / Senior Environmental Officer (Ref. No.: VC/2024-1173),Sun Fook Kong Construction Management Limited,3,False,"Kwu Tung, North District",Construction,,2024-07-03 06:00:00,76970546,https://hk.jobsdb.com/job/76970546
Senior / Environmental Officer,China State Construction Engineering (Hong Kong) Limited,3,False,Hong Kong,Engineering,,2024-06-26 06:00:00,76814127,https://hk.jobsdb.com/job/76814127
Technician (Communication) (Ref: TND-TS-CS-T-JD),"The Hongkong Electric Co., Ltd",3,False,"Aberdeen, Southern District",Engineering,,2024-07-05 06:00:00,77035055,https://hk.jobsdb.com/job/77035055
Field Assistant,China Harbour Engineering Co Ltd,1,False,Hong Kong,Construction,,2024-06-25 06:00:00,74531665,https://hk.jobsdb.com/job/74531665
Associate Officer - Transit (Ref: TSL/AOT/W),Company Confidential,1,False,"Discovery Bay, Islands District",Administration & Office Support,,2024-06-21 06:00:00,76705267,https://hk.jobsdb.com/job/76705267
Assistant Engineer,Airport Authority,4,False,"Airport Area, Islands District",Engineering,,2024-07-13 06:00:00,77234722,https://hk.jobsdb.com/job/77234722
Networking Software (5G Network Integration)-Snr Engineer/Engineering Associate,Hong Kong Applied Science and Technology Research Institute Company Limited,,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869335,https://hk.jobsdb.com/job/76869335
Conservation Officer / Senior Conservation Officer,World Wide Fund For Nature Hong Kong,,False,"Kwai Hing, Kwai Tsing District","Farming, Animals & Conservation",,2024-06-27 06:00:00,76834716,https://hk.jobsdb.com/job/76834716
Smart Mobility - AI - Senior Engineer / Engineer / Engineering Associate,Hong Kong Applied Science and Technology Research Institute Company Limited,,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869496,https://hk.jobsdb.com/job/76869496
Smart Mobility - Frontend - Senior Engineer / Engineer / Engineering Associate,Hong Kong Applied Science and Technology Research Institute Company Limited,,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869462,https://hk.jobsdb.com/job/76869462
Analyst Programmer / System Analyst (Golang),Meta Air Labs Limited,3,False,"Tsim Sha Tsui, Yau Tsim Mong District",Information & Communication Technology,,2024-06-29 06:00:00,76916733,https://hk.jobsdb.com/job/76916733
測量助理,Company Confidential,,False,Kowloon,Administration & Office Support,,2024-06-27 06:00:00,76849338,https://hk.jobsdb.com/job/76849338
Smart Mobility - Backend - Senior Engineer / Engineer / Engineering Associate,Hong Kong Applied Science and Technology Research Institute Company Limited,,False,Sha Tin District,Information & Communication Technology,,2024-06-28 06:00:00,76869399,https://hk.jobsdb.com/job/76869399
CONTRACT TECHNICAL ASSISTANTS (CTA),Yau Lee Holdings Limited,,False,Hong Kong,Design & Architecture,,2024-06-28 06:00:00,76864935,https://hk.jobsdb.com/job/76864935
